1682525635.016377 server started (2566): version 3.3a, socket /private/tmp/tmux-501/default, protocol 8
1682525635.016443 on Darwin 22.4.0 Darwin Kernel Version 22.4.0: Mon Mar  6 20:59:28 PST 2023; root:xnu-8796.101.5~3/RELEASE_ARM64_T6000
1682525635.016465 using libevent 2.1.12-stable (select); utf8proc 2.8.0; ncurses 6.3
1682525635.016551 input_key_build: 0x10e003 (PasteStart) is \033[200~
1682525635.016981 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1682525635.016991 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1682525635.017000 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1682525635.017008 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1682525635.017018 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1682525635.017028 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1682525635.017036 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1682525635.017046 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1682525635.017055 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1682525635.017064 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1682525635.017072 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1682525635.017081 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1682525635.017090 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1682525635.017098 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1682525635.017121 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1682525635.017128 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1682525635.017135 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1682525635.017142 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1682525635.017148 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1682525635.017154 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1682525635.017160 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1682525635.017167 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1682525635.017174 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1682525635.017181 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1682525635.017188 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1682525635.017194 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1682525635.017201 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1682525635.017207 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1682525635.017214 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1682525635.017220 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1682525635.017227 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1682525635.017233 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1682525635.017241 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1682525635.017248 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1682525635.017255 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1682525635.017262 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1682525635.017269 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1682525635.017277 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1682525635.017284 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1682525635.017290 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1682525635.017297 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1682525635.017302 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1682525635.017308 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1682525635.017314 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1682525635.017318 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1682525635.017324 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1682525635.017329 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1682525635.017334 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1682525635.017338 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1682525635.017344 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1682525635.017349 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1682525635.017355 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1682525635.017360 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1682525635.017366 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1682525635.017371 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1682525635.017377 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1682525635.017383 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1682525635.017388 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1682525635.017394 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1682525635.017401 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1682525635.017408 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1682525635.017414 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1682525635.017421 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1682525635.017427 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1682525635.017432 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1682525635.017438 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1682525635.017446 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1682525635.017453 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1682525635.017461 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1682525635.017466 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1682525635.017472 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1682525635.017489 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1682525635.017496 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1682525635.017501 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1682525635.017508 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1682525635.017512 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1682525635.017518 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1682525635.017524 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1682525635.017530 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1682525635.017535 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1682525635.017542 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1682525635.017547 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1682525635.017553 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1682525635.017559 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1682525635.017564 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1682525635.017571 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1682525635.017577 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1682525635.017588 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1682525635.017595 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1682525635.017602 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1682525635.017607 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1682525635.017613 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1682525635.017619 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1682525635.017625 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1682525635.017630 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1682525635.017636 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1682525635.017642 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1682525635.017647 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1682525635.017655 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1682525635.017660 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1682525635.017665 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1682525635.017671 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1682525635.017677 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1682525635.017682 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1682525635.017687 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1682525635.017692 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1682525635.017698 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1682525635.017703 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1682525635.017709 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1682525635.017715 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1682525635.017720 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1682525635.017727 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1682525635.017734 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1682525635.017739 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1682525635.017744 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1682525635.017750 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1682525635.017757 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1682525635.017763 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1682525635.017768 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1682525635.017774 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1682525635.017779 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1682525635.017785 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1682525635.017790 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1682525635.017795 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1682525635.017800 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1682525635.017805 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1682525635.017817 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1682525635.017822 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1682525635.017828 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1682525635.017833 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1682525635.017839 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1682525635.017844 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1682525635.017849 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1682525635.017854 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1682525635.017859 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1682525635.017865 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1682525635.017870 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1682525635.017875 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1682525635.017880 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1682525635.017885 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
1682525635.017891 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1682525635.017896 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1682525635.017901 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1682525635.017906 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1682525635.017911 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1682525635.017917 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1682525635.017922 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1682525635.017929 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1682525635.017934 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1682525635.017939 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1682525635.017944 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1682525635.017950 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1682525635.017955 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1682525635.017960 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1682525635.017965 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1682525635.017971 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1682525635.017976 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1682525635.017981 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1682525635.017987 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1682525635.017992 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1682525635.017997 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1682525635.018002 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1682525635.018008 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1682525635.018013 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1682525635.018018 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1682525635.018024 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1682525635.018029 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1682525635.018035 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1682525635.018040 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1682525635.018053 yylex_token: bind
1682525635.018065 yylex_token: -N
1682525635.018072 yylex_token: Send the prefix key
1682525635.018078 yylex_token: C-b
1682525635.018083 yylex_token: send-prefix
1682525635.018094 cmd_parse_build_commands 0:0: bind
1682525635.018100 cmd_parse_build_commands 0:1: -N
1682525635.018104 cmd_parse_build_commands 0:2: Send the prefix key
1682525635.018109 cmd_parse_build_commands 0:3: C-b
1682525635.018114 cmd_parse_build_commands 0:4 0:0: send-prefix
1682525635.018139 cmd_parse_build_commands 0:0: send-prefix
1682525635.018163 args_parse: flags end at 1 of 1
1682525635.018174 cmd_parse_build_commands: send-prefix
1682525635.018181 args_parse: -N = Send the prefix key
1682525635.018199 args_parse: flags end at 3 of 5
1682525635.018205 args_parse: 3 = C-b (type 1)
1682525635.018215 args_parse: 4 = send-prefix (type 2)
1682525635.018233 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1682525635.018244 cmdq_get_command: [bind-key/0x13b807c00] group 2
1682525635.018249 cmdq_append <global>: [bind-key/0x13b807c00]
1682525635.018255 yylex_token: bind
1682525635.018260 yylex_token: -N
1682525635.018268 yylex_token: Rotate through the panes
1682525635.018273 yylex_token: C-o
1682525635.018280 yylex_token: rotate-window
1682525635.018287 cmd_parse_build_commands 0:0: bind
1682525635.018292 cmd_parse_build_commands 0:1: -N
1682525635.018296 cmd_parse_build_commands 0:2: Rotate through the panes
1682525635.018301 cmd_parse_build_commands 0:3: C-o
1682525635.018306 cmd_parse_build_commands 0:4 0:0: rotate-window
1682525635.018313 cmd_parse_build_commands 0:0: rotate-window
1682525635.018320 args_parse: flags end at 1 of 1
1682525635.018326 cmd_parse_build_commands: rotate-window
1682525635.018333 args_parse: -N = Rotate through the panes
1682525635.018338 args_parse: flags end at 3 of 5
1682525635.018343 args_parse: 3 = C-o (type 1)
1682525635.018349 args_parse: 4 = rotate-window (type 2)
1682525635.018362 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1682525635.018371 cmdq_get_command: [bind-key/0x13b8083e0] group 10
1682525635.018377 cmdq_append <global>: [bind-key/0x13b8083e0]
1682525635.018382 yylex_token: bind
1682525635.018387 yylex_token: -N
1682525635.018394 yylex_token: Suspend the current client
1682525635.018399 yylex_token: C-z
1682525635.018405 yylex_token: suspend-client
1682525635.018411 cmd_parse_build_commands 0:0: bind
1682525635.018417 cmd_parse_build_commands 0:1: -N
1682525635.018421 cmd_parse_build_commands 0:2: Suspend the current client
1682525635.018426 cmd_parse_build_commands 0:3: C-z
1682525635.018431 cmd_parse_build_commands 0:4 0:0: suspend-client
1682525635.018439 cmd_parse_build_commands 0:0: suspend-client
1682525635.018446 args_parse: flags end at 1 of 1
1682525635.018453 cmd_parse_build_commands: suspend-client
1682525635.018459 args_parse: -N = Suspend the current client
1682525635.018463 args_parse: flags end at 3 of 5
1682525635.018468 args_parse: 3 = C-z (type 1)
1682525635.018474 args_parse: 4 = suspend-client (type 2)
1682525635.018487 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1682525635.018494 cmdq_get_command: [bind-key/0x13b808740] group 18
1682525635.018499 cmdq_append <global>: [bind-key/0x13b808740]
1682525635.018505 yylex_token: bind
1682525635.018510 yylex_token: -N
1682525635.018517 yylex_token: Select next layout
1682525635.018522 yylex_token: Space
1682525635.018528 yylex_token: next-layout
1682525635.018534 cmd_parse_build_commands 0:0: bind
1682525635.018538 cmd_parse_build_commands 0:1: -N
1682525635.018543 cmd_parse_build_commands 0:2: Select next layout
1682525635.018548 cmd_parse_build_commands 0:3: Space
1682525635.018554 cmd_parse_build_commands 0:4 0:0: next-layout
1682525635.018561 cmd_parse_build_commands 0:0: next-layout
1682525635.018568 args_parse: flags end at 1 of 1
1682525635.018574 cmd_parse_build_commands: next-layout
1682525635.018579 args_parse: -N = Select next layout
1682525635.018584 args_parse: flags end at 3 of 5
1682525635.018589 args_parse: 3 = Space (type 1)
1682525635.018595 args_parse: 4 = next-layout (type 2)
1682525635.018608 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1682525635.018615 cmdq_get_command: [bind-key/0x13b808830] group 26
1682525635.018620 cmdq_append <global>: [bind-key/0x13b808830]
1682525635.018626 yylex_token: bind
1682525635.018631 yylex_token: -N
1682525635.018638 yylex_token: Break pane to a new window
1682525635.018643 yylex_token: !
1682525635.018648 yylex_token: break-pane
1682525635.018654 cmd_parse_build_commands 0:0: bind
1682525635.018659 cmd_parse_build_commands 0:1: -N
1682525635.018664 cmd_parse_build_commands 0:2: Break pane to a new window
1682525635.018676 cmd_parse_build_commands 0:3: !
1682525635.018682 cmd_parse_build_commands 0:4 0:0: break-pane
1682525635.018689 cmd_parse_build_commands 0:0: break-pane
1682525635.018695 args_parse: flags end at 1 of 1
1682525635.018701 cmd_parse_build_commands: break-pane
1682525635.018706 args_parse: -N = Break pane to a new window
1682525635.018711 args_parse: flags end at 3 of 5
1682525635.018716 args_parse: 3 = ! (type 1)
1682525635.018723 args_parse: 4 = break-pane (type 2)
1682525635.018736 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1682525635.018743 cmdq_get_command: [bind-key/0x13b808f20] group 34
1682525635.018748 cmdq_append <global>: [bind-key/0x13b808f20]
1682525635.018754 yylex_token: bind
1682525635.018759 yylex_token: -N
1682525635.018765 yylex_token: Split window vertically
1682525635.018770 yylex_token: "
1682525635.018776 yylex_token: split-window
1682525635.018782 cmd_parse_build_commands 0:0: bind
1682525635.018786 cmd_parse_build_commands 0:1: -N
1682525635.018791 cmd_parse_build_commands 0:2: Split window vertically
1682525635.018796 cmd_parse_build_commands 0:3: "
1682525635.018801 cmd_parse_build_commands 0:4 0:0: split-window
1682525635.018808 cmd_parse_build_commands 0:0: split-window
1682525635.018814 args_parse: flags end at 1 of 1
1682525635.018821 cmd_parse_build_commands: split-window
1682525635.018826 args_parse: -N = Split window vertically
1682525635.018831 args_parse: flags end at 3 of 5
1682525635.018835 args_parse: 3 = " (type 1)
1682525635.018842 args_parse: 4 = split-window (type 2)
1682525635.018854 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1682525635.018861 cmdq_get_command: [bind-key/0x13b809090] group 42
1682525635.018866 cmdq_append <global>: [bind-key/0x13b809090]
1682525635.018871 yylex_token: bind
1682525635.018876 yylex_token: -N
1682525635.018883 yylex_token: List all paste buffers
1682525635.018888 yylex_token: #
1682525635.018893 yylex_token: list-buffers
1682525635.018899 cmd_parse_build_commands 0:0: bind
1682525635.018904 cmd_parse_build_commands 0:1: -N
1682525635.018909 cmd_parse_build_commands 0:2: List all paste buffers
1682525635.018914 cmd_parse_build_commands 0:3: #
1682525635.018919 cmd_parse_build_commands 0:4 0:0: list-buffers
1682525635.018926 cmd_parse_build_commands 0:0: list-buffers
1682525635.018932 args_parse: flags end at 1 of 1
1682525635.018938 cmd_parse_build_commands: list-buffers
1682525635.018943 args_parse: -N = List all paste buffers
1682525635.018948 args_parse: flags end at 3 of 5
1682525635.018953 args_parse: 3 = # (type 1)
1682525635.018959 args_parse: 4 = list-buffers (type 2)
1682525635.018972 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1682525635.018979 cmdq_get_command: [bind-key/0x13b809740] group 50
1682525635.018984 cmdq_append <global>: [bind-key/0x13b809740]
1682525635.018989 yylex_token: bind
1682525635.018994 yylex_token: -N
1682525635.019000 yylex_token: Rename current session
1682525635.019005 yylex_token: $
1682525635.019011 yylex_token: command-prompt
1682525635.019016 yylex_token: -I#S
1682525635.019021 yylex_token: rename-session
1682525635.019026 yylex_token: --
1682525635.019031 yylex_token: %%
1682525635.019038 cmd_parse_build_commands 0:0: bind
1682525635.019043 cmd_parse_build_commands 0:1: -N
1682525635.019048 cmd_parse_build_commands 0:2: Rename current session
1682525635.019054 cmd_parse_build_commands 0:3: $
1682525635.019059 cmd_parse_build_commands 0:4 0:0: command-prompt
1682525635.019064 cmd_parse_build_commands 0:4 0:1: -I#S
1682525635.019069 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1682525635.019074 cmd_parse_build_commands 0:4 0:2 0:1: --
1682525635.019079 cmd_parse_build_commands 0:4 0:2 0:2: %%
1682525635.019086 cmd_parse_build_commands 0:0: command-prompt
1682525635.019090 cmd_parse_build_commands 0:1: -I#S
1682525635.019096 cmd_parse_build_commands 0:2 0:0: rename-session
1682525635.019101 cmd_parse_build_commands 0:2 0:1: --
1682525635.019106 cmd_parse_build_commands 0:2 0:2: %%
1682525635.019118 cmd_parse_build_commands 0:0: rename-session
1682525635.019122 cmd_parse_build_commands 0:1: --
1682525635.019127 cmd_parse_build_commands 0:2: %%
1682525635.019134 args_parse: flags end at 2 of 3
1682525635.019139 args_parse: 2 = %% (type 1)
1682525635.019147 cmd_parse_build_commands: rename-session "%%"
1682525635.019153 args_parse: -I = #S
1682525635.019158 args_parse: flags end at 2 of 3
1682525635.019165 args_parse: 2 = rename-session "%%" (type 2)
1682525635.019176 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1682525635.019182 args_parse: -N = Rename current session
1682525635.019187 args_parse: flags end at 3 of 5
1682525635.019191 args_parse: 3 = $ (type 1)
1682525635.019202 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1682525635.019218 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1682525635.019227 cmdq_get_command: [bind-key/0x13b809ed0] group 58
1682525635.019232 cmdq_append <global>: [bind-key/0x13b809ed0]
1682525635.019237 yylex_token: bind
1682525635.019242 yylex_token: -N
1682525635.019249 yylex_token: Split window horizontally
1682525635.019254 yylex_get_word: %
1682525635.019260 yylex_token: split-window
1682525635.019264 yylex_token: -h
1682525635.019270 cmd_parse_build_commands 0:0: bind
1682525635.019275 cmd_parse_build_commands 0:1: -N
